,r,Area,In,Z,tplus,tminus,tminus_,analytic 0.08690000000000106,Rho,analytic 100.0 -6000.0 40000.0 -354545.45454545453 572727.2727272727
14,0.07945265945707349,0.0,0.0,0.5,0.01522457238961648,0.008624536718327438,0.002422460732142794,0.2173205916549503,0.08823529411764705,134600.79705049683
15,0.0750386228205694,0.0,0.0,0.5,0.016108329201070165,0.00819759433938287,0.002422460732142794,0.20980274677498603,0.08333333333333334,127016.88762626261
16,0.07062458618406532,0.0,0.0,0.5,0.016992086012523847,0.0077706519604383,0.002422460732142794,0.2027876232829149,0.0784313725490196,119451.16460760673
17,0.06621054954756124,0.0,0.0,0.5,0.01787584282397753,0.00734370958149373,0.002422460732142794,0.19622642684742944,0.07352941176470587,111902.55820596559
18,0.052968439638048995,0.0,0.0,0.5,0.020337980813369023,0.006062882444660024,0.002422460732142794,0.18154186992089902,0.0588235294117647,89348.74081749715
19,0.03972632972853674,0.0,0.0,0.5,0.021854456577912736,0.004782055307826319,0.002422460732142794,0.18154186992089902,0.044117647058823525,66910.46059387895
20,0.026484219819024497,0.0,0.0,0.5,0.023370932342456446,0.0035012281709926093,0.002422460732142794,0.18154186992089905,0.02941176470588235,44558.833243898356
21,0.013242109909512249,0.0,0.0,0.5,0.02488740810700016,0.0022204010341589026,0.002422460732142794,0.18154186992089902,0.014705882352941175,22264.9744763429
22,0.0,0.0,0.0,0.5,0.02640388387154387,0.0009395738973251968,0.002422460732142794,0.18154186992089902,0.0,0.0
23,0.013242109909512249,0.0,0.0,0.5,0.02488740810700016,0.0022204010341589026,0.002422460732142794,0.18154186992089902,0.014705882352941175,22264.9744763429
24,0.026484219819024497,0.0,0.0,0.5,0.023370932342456446,0.0035012281709926093,0.002422460732142794,0.18154186992089905,0.02941176470588235,44558.833243898356
25,0.03972632972853674,0.0,0.0,0.5,0.021854456577912736,0.004782055307826319,0.002422460732142794,0.18154186992089902,0.044117647058823525,66910.46059387895
26,0.052968439638048995,0.0,0.0,0.5,0.020337980813369023,0.006062882444660024,0.002422460732142794,0.18154186992089902,0.0588235294117647,89348.74081749715
27,0.06621054954756124,0.0,0.0,0.5,0.01787584282397753,0.00734370958149373,0.002422460732142794,0.19622642684742944,0.07352941176470587,111902.55820596559
28,0.07062458618406532,0.0,0.0,0.5,0.016992086012523847,0.0077706519604383,0.002422460732142794,0.2027876232829149,0.0784313725490196,119451.16460760673
29,0.0750386228205694,0.0,0.0,0.5,0.016108329201070165,0.00819759433938287,0.002422460732142794,0.20980274677498603,0.08333333333333334,127016.88762626261
30,0.07945265945707349,0.0,0.0,0.5,0.01522457238961648,0.008624536718327438,0.002422460732142794,0.2173205916549503,0.08823529411764705,134600.79705049683
31,0.08386669609357757,0.0,0.0,0.5,0.0143408155781628,0.009051479097272008,0.002422460732142794,0.2253972055995345,0.09313725490196079,142203.96266887273
32,0.08828073273008165,0.0,0.0,0.5,0.013457058766709117,0.009478421476216576,0.002422460732142794,0.23409728942616007,0.09803921568627451,149827.4542699537
33,0.09269476936658573,0.0,0.0,0.5,0.012573301955255434,0.009905363855161145,0.002422460732142794,0.24349593407191056,0.10294117647058823,157472.34164230333
34,0.09710880600308981,0.0,0.0,0.5,0.011689545143801749,0.010332306234105712,0.002422460732142794,0.2536807934774272,0.10784313725490195,165139.69457448492
35,0.1015228426395939,0.0,0.0,0.5,0.010805788332348068,0.010759248613050283,0.002422460732142794,0.26475482657179283,0.11274509803921569,172830.5828550619
36,0.10593687927609799,0.0,0.0,0.5,0.009922031520894384,0.011186190991994851,0.002422460732142794,0.27683979019147953,0.1176470588235294,180546.07627259765
37,0.11035091591260207,0.0,0.0,0.5,0.009038274709440703,0.01161313337093942,0.002422460732142794,0.2900807343389994,0.12254901960784313,188287.2446156559
38,0.23835797837122047,0.047619047619047616,0.0,0.5,0.016550207606797006,0.04000480157075326,0.03725744606035616,0.01168736567058582,0.2647058823529412,428758.4187591363
39,0.2339439417347164,0.047619047619047616,0.0,0.5,0.017433964418250687,0.03957785919180869,0.03725744606035616,0.011597824938860054,0.25980392156862747,419807.3195508411
40,0.2295299050982123,0.047619047619047616,0.0,0.5,0.01831772122970437,0.039150916812864124,0.03725744606035616,0.011509644653168628,0.2549019607843137,410912.91913640784
41,0.22511586846170822,0.047619047619047616,0.0,0.5,0.019201478041158057,0.03872397443391955,0.03725744606035616,0.011422794042166609,0.25,402074.1477272727
42,0.22070183182520414,0.047619047619047616,0.0,0.5,0.02008523485261174,0.038297032054974985,0.03725744606035616,0.011337243255569833,0.24509803921568626,393289.9355348725
43,0.21628779518870006,0.047619047619047616,0.0,0.5,0.02059072677412631,0.03787008967603041,0.03725744606035616,0.011337243255569835,0.24019607843137253,384559.2127706436
44,0.21187375855219598,0.047619047619047616,0.0,0.5,0.021096218695640878,0.037443147297085845,0.03725744606035616,0.011337243255569833,0.2352941176470588,375880.9096460224
45,0.20745972191569187,0.047619047619047616,0.0,0.5,0.021601710617155448,0.037016204918141275,0.03725744606035616,0.011337243255569833,0.23039215686274508,367253.95637244626
46,0.2030456852791878,0.047619047619047616,0.0,0.5,0.02210720253867002,0.03658926253919671,0.03725744606035616,0.011337243255569831,0.22549019607843138,358677.28316135093
47,0.1986316486426837,0.047619047619047616,0.0,0.5,0.02261269446018459,0.036162320160252136,0.03725744606035616,0.011337243255569833,0.22058823529411764,350149.82022417337
48,0.19421761200617962,0.047619047619047616,0.0,0.5,0.02311818638169916,0.035735377781307566,0.03725744606035616,0.011337243255569835,0.2156862745098039,341670.49777235
49,0.18980357536967554,0.047619047619047616,0.0,0.5,0.02362367830321373,0.035308435402362996,0.03725744606035616,0.011337243255569835,0.2107843137254902,333238.24601731746
50,0.18538953873317146,0.047619047619047616,0.0,0.5,0.0241291702247283,0.03488149302341843,0.03725744606035616,0.011337243255569833,0.20588235294117646,324851.99517051224
51,0.18097550209666738,0.047619047619047616,0.0,0.5,0.024634662146242874,0.034454550644473864,0.03725744606035616,0.011337243255569833,0.20098039215686272,316510.67544337123
52,0.1765614654601633,0.047619047619047616,0.0,0.5,0.025140154067757443,0.034027608265529294,0.03725744606035616,0.011337243255569833,0.19607843137254902,308213.2170473306
53,0.16331935555065105,0.047619047619047616,0.0,0.5,0.026656629832301153,0.032746781128695585,0.03725744606035616,0.011337243255569833,0.18137254901960784,283573.3119601778
54,0.1500772456411388,0.047619047619047616,0.0,0.5,0.028173105596844866,0.031465953991861875,0.03725744606035616,0.011337243255569835,0.16666666666666669,259289.64646464644
55,0.13683513573162656,0.047619047619047616,0.0,0.5,0.02968958136138858,0.030185126855028173,0.03725744606035616,0.011337243255569833,0.15196078431372548,235333.336269524
56,0.12359302582211432,0.047619047619047616,0.0,0.5,0.03120605712593229,0.02890429971819447,0.03725744606035616,0.011337243255569833,0.13725490196078433,211675.49708359808
57,0.11035091591260207,0.047619047619047616,0.0,0.5,0.032722532890476004,0.027623472581360754,0.03725744606035616,0.011337243255569833,0.12254901960784313,188287.2446156559
58,0.09710880600308981,0.047619047619047616,0.0,0.5,0.03423900865501971,0.02634264544452705,0.03725744606035616,0.011337243255569833,0.10784313725490195,165139.69457448492
59,0.08386669609357757,0.047619047619047616,0.0,0.5,0.03575548441956342,0.02506181830769334,0.03725744606035616,0.011337243255569835,0.09313725490196079,142203.96266887273
60,0.07062458618406532,0.047619047619047616,0.0,0.5,0.03727196018410714,0.023780991170859637,0.03725744606035616,0.011337243255569833,0.0784313725490196,119451.16460760673
61,0.057382476274553076,0.047619047619047616,0.0,0.5,0.03878843594865085,0.02250016403402593,0.03725744606035616,0.011337243255569833,0.06372549019607843,96852.41609947427
62,0.044140366365040824,0.047619047619047616,0.0,0.5,0.04030491171319456,0.02121933689719222,0.03725744606035616,0.011337243255569833,0.049019607843137254,74378.83285326292
63,0.03089825645552858,0.047619047619047616,0.0,0.5,0.041821387477738274,0.019938509760358516,0.03725744606035616,0.011337243255569833,0.03431372549019608,52001.5305777601
64,0.01765614654601633,0.047619047619047616,0.0,0.5,0.043337863242281977,0.01865768262352481,0.03725744606035616,0.011337243255569833,0.0196078431372549,29691.62498175322
65,0.004414036636504083,0.047619047619047616,0.0,0.5,0.0448543390068257,0.0173768554866911,0.03725744606035616,0.011337243255569833,0.004901960784313725,7420.231774029736
66,0.0,0.047619047619047616,0.0,0.5,0.04535983092834027,0.016949913107746534,0.03725744606035616,0.011337243255569833,0.0,0.0
67,0.004414036636504083,0.047619047619047616,0.0,0.5,0.0448543390068257,0.0173768554866911,0.03725744606035616,0.011337243255569833,0.004901960784313725,7420.231774029736
68,0.01765614654601633,0.047619047619047616,0.0,0.5,0.043337863242281977,0.01865768262352481,0.03725744606035616,0.011337243255569833,0.0196078431372549,29691.62498175322
69,0.03089825645552858,0.047619047619047616,0.0,0.5,0.041821387477738274,0.019938509760358516,0.03725744606035616,0.011337243255569833,0.03431372549019608,52001.5305777601
70,0.044140366365040824,0.047619047619047616,0.0,0.5,0.04030491171319456,0.02121933689719222,0.03725744606035616,0.011337243255569833,0.049019607843137254,74378.83285326292
71,0.057382476274553076,0.047619047619047616,0.0,0.5,0.03878843594865085,0.02250016403402593,0.03725744606035616,0.011337243255569833,0.06372549019607843,96852.41609947427
72,0.07062458618406532,0.047619047619047616,0.0,0.5,0.03727196018410714,0.023780991170859637,0.03725744606035616,0.011337243255569833,0.0784313725490196,119451.16460760673
73,0.08386669609357757,0.047619047619047616,0.0,0.5,0.03575548441956342,0.02506181830769334,0.03725744606035616,0.011337243255569835,0.09313725490196079,142203.96266887273
74,0.09710880600308981,0.047619047619047616,0.0,0.5,0.03423900865501971,0.02634264544452705,0.03725744606035616,0.011337243255569833,0.10784313725490195,165139.69457448492
75,0.11035091591260207,0.047619047619047616,0.0,0.5,0.032722532890476004,0.027623472581360754,0.03725744606035616,0.011337243255569833,0.12254901960784313,188287.2446156559
76,0.12359302582211432,0.047619047619047616,0.0,0.5,0.03120605712593229,0.02890429971819447,0.03725744606035616,0.011337243255569833,0.13725490196078433,211675.49708359808
77,0.13683513573162656,0.047619047619047616,0.0,0.5,0.02968958136138858,0.030185126855028173,0.03725744606035616,0.011337243255569833,0.15196078431372548,235333.336269524
78,0.1500772456411388,0.047619047619047616,0.0,0.5,0.028173105596844866,0.031465953991861875,0.03725744606035616,0.011337243255569835,0.16666666666666669,259289.64646464644
79,0.16331935555065105,0.047619047619047616,0.0,0.5,0.026656629832301153,0.032746781128695585,0.03725744606035616,0.011337243255569833,0.18137254901960784,283573.3119601778
80,0.1765614654601633,0.047619047619047616,0.0,0.5,0.025140154067757443,0.034027608265529294,0.03725744606035616,0.011337243255569833,0.19607843137254902,308213.2170473306
81,0.18097550209666738,0.047619047619047616,0.0,0.5,0.024634662146242874,0.034454550644473864,0.03725744606035616,0.011337243255569833,0.20098039215686272,316510.67544337123
82,0.18538953873317146,0.047619047619047616,0.0,0.5,0.0241291702247283,0.03488149302341843,0.03725744606035616,0.011337243255569833,0.20588235294117646,324851.99517051224
83,0.18980357536967554,0.047619047619047616,0.0,0.5,0.02362367830321373,0.035308435402362996,0.03725744606035616,0.011337243255569835,0.2107843137254902,333238.24601731746
84,0.19421761200617962,0.047619047619047616,0.0,0.5,0.02311818638169916,0.035735377781307566,0.03725744606035616,0.011337243255569835,0.2156862745098039,341670.49777235
85,0.1986316486426837,0.047619047619047616,0.0,0.5,0.02261269446018459,0.036162320160252136,0.03725744606035616,0.011337243255569833,0.22058823529411764,350149.82022417337
86,0.2030456852791878,0.047619047619047616,0.0,0.5,0.02210720253867002,0.03658926253919671,0.03725744606035616,0.011337243255569831,0.22549019607843138,358677.28316135093
87,0.45464577355992053,0.23809523809523808,0.0,0.5,0.06911795123952508,0.12496633498072249,0.17659738737320962,0.000699454088986759,0.5049019607843137,959096.6492795345
88,0.45023173692341645,0.23809523809523808,0.0,0.5,0.06962344316103966,0.1245393926017779,0.17659738737320962,0.0006994540889867589,0.5,946056.8181818181
89,0.44581770028691237,0.23809523809523808,0.0,0.5,0.07012893508255422,0.12411245022283332,0.17659738737320962,0.000699454088986759,0.49509803921568624,933126.1055175713
90,0.4414036636504083,0.23809523809523808,0.0,0.5,0.0706344270040688,0.12368550784388876,0.17659738737320962,0.0006994540889867589,0.49019607843137253,920303.4414982309
91,0.4369896270139042,0.23809523809523808,0.0,0.5,0.07113991892558336,0.12325856546494424,0.17659738737320962,0.0006994540889867589,0.4852941176470588,907587.7563352329
92,0.4325755903774001,0.23809523809523808,0.0,0.5,0.07164541084709794,0.12283162308599962,0.17659738737320962,0.0006994540889867589,0.48039215686274506,894977.9802400148
93,0.42816155374089604,0.23809523809523808,0.0,0.5,0.07215090276861251,0.12240468070705507,0.17659738737320962,0.0006994540889867589,0.47549019607843135,882473.0434240119
94,0.42374751710439196,0.23809523809523808,0.0,0.5,0.07265639469012708,0.12197773832811049,0.17659738737320962,0.000699454088986759,0.4705882352941176,870071.8760986617
95,0.4193334804678878,0.23809523809523808,0.0,0.5,0.07316188661164165,0.12155079594916593,0.17659738737320962,0.0006994540889867589,0.4656862745098039,857773.408475401
96,0.41491944383138374,0.23809523809523808,0.0,0.5,0.07366737853315622,0.12112385357022137,0.17659738737320962,0.0006994540889867589,0.46078431372549017,845576.5707656661
97,0.41050540719487966,0.23809523809523808,0.0,0.5,0.07417287045467079,0.12069691119127679,0.17659738737320962,0.000699454088986759,0.45588235294117646,833480.293180893
98,0.4060913705583756,0.23809523809523808,0.0,0.5,0.07467836237618536,0.12026996881233222,0.17659738737320962,0.0006994540889867589,0.45098039215686275,821483.5059325186
99,0.4016773339218715,0.23809523809523808,0.0,0.5,0.07518385429769993,0.11984302643338765,0.17659738737320962,0.0006994540889867589,0.446078431372549,809585.1392319798
100,0.3972632972853674,0.23809523809523808,0.0,0.5,0.0756893462192145,0.1194160840544431,0.17659738737320962,0.0006994540889867589,0.4411764705882353,797784.123290713
101,0.38402118737585517,0.23809523809523808,0.0,0.5,0.07720582198375822,0.11813525691760939,0.17659738737320962,0.0006994540889867589,0.4264705882352941,762954.4821369095
102,0.3707790774663429,0.23809523809523808,0.0,0.5,0.07872229774830192,0.11685442978077568,0.17659738737320962,0.0006994540889867589,0.4117647058823529,728962.48542827
103,0.3575369675568307,0.23809523809523808,0.0,0.5,0.08023877351284563,0.11557360264394197,0.17659738737320962,0.000699454088986759,0.3970588235294118,695779.248873582
104,0.34429485764731843,0.23809523809523808,0.0,0.5,0.08175524927738935,0.11429277550710826,0.17659738737320962,0.0006994540889867589,0.38235294117647056,663375.8881816332
105,0.3310527477378062,0.23809523809523808,0.0,0.5,0.08327172504193306,0.11301194837027455,0.17659738737320962,0.0006994540889867589,0.3676470588235294,631723.5190612104
106,0.31781063782829394,0.23809523809523808,0.0,0.5,0.08478820080647677,0.11173112123344085,0.17659738737320962,0.0006994540889867589,0.3529411764705882,600793.2572211016
107,0.3045685279187817,0.23809523809523808,0.0,0.5,0.08630467657102048,0.11045029409660716,0.17659738737320962,0.0006994540889867589,0.338235294117647,570556.2183700941
108,0.29132641800926945,0.23809523809523808,0.0,0.5,0.08782115233556419,0.10916946695977343,0.17659738737320962,0.0006994540889867589,0.3235294117647059,540983.5182169754
109,0.2780843080997572,0.23809523809523808,0.0,0.5,0.0893376281001079,0.10788863982293972,0.17659738737320962,0.0006994540889867589,0.3088235294117647,512046.2724705327
110,0.26484219819024496,0.23809523809523808,0.0,0.5,0.09085410386465162,0.10660781268610602,0.17659738737320962,0.0006994540889867589,0.2941176470588235,483715.5968395535
111,0.2516000882807327,0.23809523809523808,0.0,0.5,0.09237057962919532,0.1053269855492723,0.17659738737320962,0.0006994540889867589,0.2794117647058823,455962.6070328256
112,0.23835797837122047,0.23809523809523808,0.0,0.5,0.09388705539373904,0.10404615841243861,0.17659738737320962,0.0006994540889867589,0.2647058823529412,428758.4187591363
113,0.22511586846170822,0.23809523809523808,0.0,0.5,0.09540353115828275,0.1027653312756049,0.17659738737320962,0.0006994540889867589,0.25,402074.1477272727
114,0.21187375855219598,0.23809523809523808,0.0,0.5,0.09692000692282647,0.10148450413877118,0.17659738737320962,0.0006994540889867589,0.2352941176470588,375880.9096460224
115,0.1986316486426837,0.23809523809523808,0.0,0.5,0.09843648268737018,0.10020367700193748,0.17659738737320962,0.0006994540889867589,0.22058823529411764,350149.82022417337
116,0.18538953873317146,0.23809523809523808,0.0,0.5,0.09995295845191388,0.09892284986510379,0.17659738737320962,0.0006994540889867589,0.20588235294117646,324851.99517051224
117,0.17214742882365922,0.23809523809523808,0.0,0.5,0.1014694342164576,0.09764202272827006,0.17659738737320962,0.0006994540889867589,0.19117647058823528,299958.55019382713
118,0.15890531891414697,0.23809523809523808,0.0,0.5,0.10298590998100131,0.09636119559143637,0.17659738737320962,0.0006994540889867589,0.1764705882352941,275440.60100290505
119,0.14566320900463472,0.23809523809523808,0.0,0.5,0.10450238574554502,0.09508036845460265,0.17659738737320962,0.0006994540889867589,0.16176470588235295,251269.2633065337
120,0.13242109909512248,0.23809523809523808,0.0,0.5,0.10601886151008873,0.09379954131776895,0.17659738737320962,0.0006994540889867589,0.14705882352941174,227415.65281350032
121,0.11917898918561023,0.23809523809523808,0.0,0.5,0.10753533727463245,0.09251871418093525,0.17659738737320962,0.0006994540889867589,0.1323529411764706,203850.88523259258
122,0.10593687927609799,0.23809523809523808,0.0,0.5,0.10905181303917616,0.09123788704410153,0.17659738737320962,0.0006994540889867589,0.1176470588235294,180546.07627259765
123,0.09269476936658573,0.23809523809523808,0.0,0.5,0.11056828880371987,0.08995705990726782,0.17659738737320962,0.0006994540889867589,0.10294117647058823,157472.34164230333
124,0.07945265945707349,0.23809523809523808,0.0,0.5,0.11208476456826359,0.08867623277043413,0.17659738737320962,0.0006994540889867589,0.08823529411764705,134600.79705049683
125,0.06621054954756124,0.23809523809523808,0.0,0.5,0.11360124033280729,0.08739540563360042,0.17659738737320962,0.0006994540889867589,0.07352941176470587,111902.55820596559
126,0.052968439638048995,0.23809523809523808,0.0,0.5,0.115117716097351,0.08611457849676671,0.17659738737320962,0.0006994540889867589,0.0588235294117647,89348.74081749715
127,0.03972632972853674,0.23809523809523808,0.0,0.5,0.11663419186189472,0.084833751359933,0.17659738737320962,0.0006994540889867589,0.044117647058823525,66910.46059387895
128,0.026484219819024497,0.23809523809523808,0.0,0.5,0.11815066762643842,0.08355292422309929,0.17659738737320962,0.0006994540889867589,0.02941176470588235,44558.833243898356
129,0.013242109909512249,0.23809523809523808,0.0,0.5,0.11966714339098214,0.08227209708626558,0.17659738737320962,0.0006994540889867589,0.014705882352941175,22264.9744763429
130,0.0,0.23809523809523808,0.0,0.5,0.12118361915552586,0.08099126994943188,0.17659738737320962,0.0006994540889867589,0.0,0.0
131,0.013242109909512249,0.23809523809523808,0.0,0.5,0.11966714339098214,0.08227209708626558,0.17659738737320962,0.0006994540889867589,0.014705882352941175,22264.9744763429
132,0.026484219819024497,0.23809523809523808,0.0,0.5,0.11815066762643842,0.08355292422309929,0.17659738737320962,0.0006994540889867589,0.02941176470588235,44558.833243898356
133,0.03972632972853674,0.23809523809523808,0.0,0.5,0.11663419186189472,0.084833751359933,0.17659738737320962,0.0006994540889867589,0.044117647058823525,66910.46059387895
134,0.052968439638048995,0.23809523809523808,0.0,0.5,0.115117716097351,0.08611457849676671,0.17659738737320962,0.0006994540889867589,0.0588235294117647,89348.74081749715
135,0.06621054954756124,0.23809523809523808,0.0,0.5,0.11360124033280729,0.08739540563360042,0.17659738737320962,0.0006994540889867589,0.07352941176470587,111902.55820596559
136,0.07945265945707349,0.23809523809523808,0.0,0.5,0.11208476456826359,0.08867623277043413,0.17659738737320962,0.0006994540889867589,0.08823529411764705,134600.79705049683
137,0.09269476936658573,0.23809523809523808,0.0,0.5,0.11056828880371987,0.08995705990726782,0.17659738737320962,0.0006994540889867589,0.10294117647058823,157472.34164230333
138,0.10593687927609799,0.23809523809523808,0.0,0.5,0.10905181303917616,0.09123788704410153,0.17659738737320962,0.0006994540889867589,0.1176470588235294,180546.07627259765
139,0.11917898918561023,0.23809523809523808,0.0,0.5,0.10753533727463245,0.09251871418093525,0.17659738737320962,0.0006994540889867589,0.1323529411764706,203850.88523259258
140,0.13242109909512248,0.23809523809523808,0.0,0.5,0.10601886151008873,0.09379954131776895,0.17659738737320962,0.0006994540889867589,0.14705882352941174,227415.65281350032
141,0.14566320900463472,0.23809523809523808,0.0,0.5,0.10450238574554502,0.09508036845460265,0.17659738737320962,0.0006994540889867589,0.16176470588235295,251269.2633065337
142,0.15890531891414697,0.23809523809523808,0.0,0.5,0.10298590998100131,0.09636119559143637,0.17659738737320962,0.0006994540889867589,0.1764705882352941,275440.60100290505
143,0.17214742882365922,0.23809523809523808,0.0,0.5,0.1014694342164576,0.09764202272827006,0.17659738737320962,0.0006994540889867589,0.19117647058823528,299958.55019382713
144,0.18538953873317146,0.23809523809523808,0.0,0.5,0.09995295845191388,0.09892284986510379,0.17659738737320962,0.0006994540889867589,0.20588235294117646,324851.99517051224
145,0.1986316486426837,0.23809523809523808,0.0,0.5,0.09843648268737018,0.10020367700193748,0.17659738737320962,0.0006994540889867589,0.22058823529411764,350149.82022417337
146,0.21187375855219598,0.23809523809523808,0.0,0.5,0.09692000692282647,0.10148450413877118,0.17659738737320962,0.0006994540889867589,0.2352941176470588,375880.9096460224
147,0.22511586846170822,0.23809523809523808,0.0,0.5,0.09540353115828275,0.1027653312756049,0.17659738737320962,0.0006994540889867589,0.25,402074.1477272727
148,0.23835797837122047,0.23809523809523808,0.0,0.5,0.09388705539373904,0.10404615841243861,0.17659738737320962,0.0006994540889867589,0.2647058823529412,428758.4187591363
149,0.2516000882807327,0.23809523809523808,0.0,0.5,0.09237057962919532,0.1053269855492723,0.17659738737320962,0.0006994540889867589,0.2794117647058823,455962.6070328256
150,0.26484219819024496,0.23809523809523808,0.0,0.5,0.09085410386465162,0.10660781268610602,0.17659738737320962,0.0006994540889867589,0.2941176470588235,483715.5968395535
151,0.2780843080997572,0.23809523809523808,0.0,0.5,0.0893376281001079,0.10788863982293972,0.17659738737320962,0.0006994540889867589,0.3088235294117647,512046.2724705327
152,0.29132641800926945,0.23809523809523808,0.0,0.5,0.08782115233556419,0.10916946695977343,0.17659738737320962,0.0006994540889867589,0.3235294117647059,540983.5182169754
153,0.3045685279187817,0.23809523809523808,0.0,0.5,0.08630467657102048,0.11045029409660716,0.17659738737320962,0.0006994540889867589,0.338235294117647,570556.2183700941
154,0.31781063782829394,0.23809523809523808,0.0,0.5,0.08478820080647677,0.11173112123344085,0.17659738737320962,0.0006994540889867589,0.3529411764705882,600793.2572211016
155,0.3310527477378062,0.23809523809523808,0.0,0.5,0.08327172504193306,0.11301194837027455,0.17659738737320962,0.0006994540889867589,0.3676470588235294,631723.5190612104
156,0.34429485764731843,0.23809523809523808,0.0,0.5,0.08175524927738935,0.11429277550710826,0.17659738737320962,0.0006994540889867589,0.38235294117647056,663375.8881816332
157,0.3575369675568307,0.23809523809523808,0.0,0.5,0.08023877351284563,0.11557360264394197,0.17659738737320962,0.000699454088986759,0.3970588235294118,695779.248873582
158,0.3707790774663429,0.23809523809523808,0.0,0.5,0.07872229774830192,0.11685442978077568,0.17659738737320962,0.0006994540889867589,0.4117647058823529,728962.48542827
159,0.38402118737585517,0.23809523809523808,0.0,0.5,0.07720582198375822,0.11813525691760939,0.17659738737320962,0.0006994540889867589,0.4264705882352941,762954.4821369095
160,0.3972632972853674,0.23809523809523808,0.0,0.5,0.0756893462192145,0.1194160840544431,0.17659738737320962,0.0006994540889867589,0.4411764705882353,797784.123290713
161,0.4016773339218715,0.23809523809523808,0.0,0.5,0.07518385429769993,0.11984302643338765,0.17659738737320962,0.0006994540889867589,0.446078431372549,809585.1392319798
162,0.4060913705583756,0.23809523809523808,0.0,0.5,0.07467836237618536,0.12026996881233222,0.17659738737320962,0.0006994540889867589,0.45098039215686275,821483.5059325186
163,0.41050540719487966,0.23809523809523808,0.0,0.5,0.07417287045467079,0.12069691119127679,0.17659738737320962,0.000699454088986759,0.45588235294117646,833480.293180893
164,0.41491944383138374,0.23809523809523808,0.0,0.5,0.07366737853315622,0.12112385357022137,0.17659738737320962,0.0006994540889867589,0.46078431372549017,845576.5707656661
165,0.4193334804678878,0.23809523809523808,0.0,0.5,0.07316188661164165,0.12155079594916593,0.17659738737320962,0.0006994540889867589,0.4656862745098039,857773.408475401
166,0.42374751710439196,0.23809523809523808,0.0,0.5,0.07265639469012708,0.12197773832811049,0.17659738737320962,0.000699454088986759,0.4705882352941176,870071.8760986617
167,0.8916354005738247,1.0,0.0,0.5,0.322369403918325,0.42339905786297616,0.7339571526246235,3.459226607531679e-05,0.9901960784313725,2968456.4377234583
168,0.8872213639373207,1.0,0.0,0.5,0.3228748958398395,0.4229721154840317,0.7339571526246235,3.459226607531679e-05,0.9852941176470587,2939318.4283232777
169,0.8828073273008166,1.0,0.0,0.5,0.323380387761354,0.4225451731050871,0.7339571526246235,3.459226607531679e-05,0.9803921568627451,2910395.446424349
170,0.8783932906643125,1.0,0.0,0.5,0.32388587968286864,0.4221182307261425,0.7339571526246235,3.459226607531679e-05,0.9754901960784313,2881686.422238105
171,0.8739792540278084,1.0,0.0,0.5,0.32439137160438314,0.42169128834719793,0.7339571526246235,3.459226607531679e-05,0.9705882352941176,2853190.2859759815
172,0.8695652173913043,1.0,0.0,0.5,0.32489686352589775,0.42126434596825335,0.7339571526246235,3.459226607531679e-05,0.9656862745098038,2824905.967849418
